"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"606",2,3,0,5,6,4,2,5,6,7
"607",3,4,2,6,7,6,4,7,9,9
"608",5,3,2,6,1,4,1,2,5,5
"609",4,6,3,3,4,7,5,5,10,9
"610",1,6,1,2,6,1,2,3,3,7
"611",2,2,1,4,3,3,2,2,4,5
"612",7,3,4,6,3,9,2,4,12,6
"613",1,2,1,2,2,2,0,1,3,4
"614",3,3,2,4,4,3,4,4,3,6
"615",6,3,4,5,2,4,0,0,8,3
"616",1,3,0,2,3,3,1,4,6,5
"617",1,3,0,1,4,1,4,2,4,6
"618",2,3,2,3,4,5,3,2,5,7
"619",2,0,1,1,2,1,1,1,2,5
"620",1,5,1,3,6,5,2,5,6,8
"621",4,7,4,5,9,3,4,8,4,11
"622",2,4,2,1,3,2,2,1,2,11
"623",1,4,1,2,8,3,3,5,3,9
"624",2,6,1,4,5,3,4,3,4,6
"625",1,6,1,1,8,0,5,6,1,10
"626",4,7,4,5,9,3,4,8,4,12
"627",3,2,4,4,3,4,1,4,6,7
"628",3,2,1,1,2,3,0,5,8,4
"629",1,2,2,1,3,1,2,4,4,8
"630",3,6,3,2,9,4,3,7,6,11
"631",6,1,7,6,1,9,1,2,16,3
"632",1,3,0,2,3,0,3,1,1,6
"633",3,2,3,3,1,4,1,0,9,1
"634",1,1,0,2,2,2,0,2,3,4
"635",4,0,3,3,0,4,0,2,8,1
"636",2,2,1,1,3,2,4,1,8,6
"637",2,2,3,5,3,1,1,4,6,8
"638",2,9,2,3,8,2,2,5,4,13
"639",1,2,0,0,2,1,0,1,1,3
"640",1,2,1,0,3,1,0,1,3,5
"641",2,2,0,1,5,3,0,4,4,5
"642",2,2,0,1,5,3,0,4,4,5
"643",10,7,8,8,11,9,7,9,12,29
"644",4,4,4,1,1,3,1,1,8,2
"645",3,1,1,2,2,2,0,1,5,3
"646",1,0,1,2,2,2,0,1,2,3
"647",4,2,3,3,3,4,1,2,5,3
"648",5,6,5,5,10,9,4,13,8,15
"649",0,5,0,0,3,1,1,1,1,6
"650",2,1,2,3,1,4,0,0,6,3
"651",2,2,2,1,3,3,3,3,7,6
"652",1,4,2,1,6,3,1,5,5,8
"653",0,2,0,1,0,1,0,2,3,0
"654",1,2,0,0,2,1,0,1,1,3
"655",2,5,0,0,2,0,3,4,3,5
"656",0,3,1,2,4,2,3,3,4,6
"657",1,4,2,3,4,2,0,4,3,6
"658",1,2,2,3,3,1,0,1,3,5
"659",1,1,0,2,2,2,0,2,3,4
"660",1,2,1,0,3,1,0,1,3,5
"661",1,3,2,1,4,2,3,4,2,5
"662",2,4,3,3,2,1,2,2,4,3
"663",2,3,3,3,2,2,3,4,5,5
"664",1,2,0,0,2,1,0,1,1,3
"665",2,1,2,3,3,3,0,1,4,5
"666",1,2,1,1,4,1,2,1,1,7
"667",3,3,3,3,2,5,1,1,9,3
"668",2,1,1,1,0,2,2,1,4,2
"669",1,2,0,0,3,0,1,2,0,5
"670",5,3,3,2,2,4,1,3,9,6
"671",1,6,2,2,6,2,0,5,3,10
"672",4,2,3,4,1,5,2,1,11,3
"673",7,10,6,8,9,7,6,8,16,13
"674",2,6,3,2,7,3,4,4,4,10
"675",3,2,3,1,3,0,2,1,4,5
"676",3,1,2,2,4,4,2,2,6,7
"677",4,2,3,3,3,4,1,2,5,3
"678",3,3,2,3,2,3,1,1,4,4
"679",8,3,3,4,5,4,3,4,10,8
"680",2,3,1,2,3,1,1,1,2,3
"681",3,1,2,2,4,2,2,2,3,4
"682",0,5,0,1,5,1,1,1,0,6
"683",5,4,4,5,6,8,2,7,7,9
"684",3,3,3,3,2,5,1,1,9,3
"685",2,4,2,3,3,3,2,4,5,6
"686",7,5,6,10,5,6,2,4,11,7
"687",7,10,6,8,9,7,6,8,16,13
"688",1,1,1,1,1,1,0,0,2,2
"689",2,5,1,3,3,3,3,4,4,5
"690",2,6,3,2,7,3,4,4,4,10
"691",2,3,2,4,2,5,1,1,7,3
"692",3,7,2,4,8,3,3,10,5,11
"693",2,5,1,3,3,3,3,4,4,5
"694",8,3,3,4,5,4,3,4,10,8
"695",4,6,4,5,3,4,4,2,8,9
"696",1,2,1,1,5,2,2,4,2,9
"697",1,1,2,3,2,1,0,1,4,6
"698",1,6,1,0,5,0,3,3,2,10
"699",5,4,4,6,4,6,3,4,12,12
"700",1,2,2,3,3,1,0,1,3,5
"701",2,3,1,2,3,1,1,1,2,3
"702",3,1,2,2,4,2,2,2,3,4
"703",1,6,1,0,5,0,3,3,2,10
"704",1,1,1,1,1,1,0,0,2,2
"705",1,6,2,2,6,2,0,5,4,8
"706",2,3,2,2,3,3,1,1,4,4
"707",3,5,3,4,5,2,2,4,4,9
"708",0,0,2,0,0,2,2,1,6,4
"709",2,0,3,3,2,2,1,0,4,4
"710",3,1,2,2,4,2,2,2,3,4
"711",2,2,0,1,5,3,0,4,4,5
"712",2,2,3,5,3,1,1,4,6,8
"713",0,5,1,3,6,3,5,6,7,8
"714",3,2,2,3,3,3,2,1,5,5
"715",3,5,1,1,5,2,1,6,6,10
"716",0,3,1,1,3,0,1,2,2,3
"717",1,3,1,1,6,1,2,5,2,7
"718",2,2,0,1,3,3,1,1,5,4
"719",6,1,6,3,4,4,2,2,7,6
"720",1,3,1,2,3,2,1,3,4,6
"721",4,6,4,5,3,4,4,2,8,9
"722",2,6,3,4,3,6,4,4,9,9
"723",3,3,1,7,2,7,1,2,15,4
"724",3,0,1,3,1,2,0,3,6,4
"725",1,3,2,1,1,1,2,1,4,6
"726",4,3,6,6,3,7,2,4,12,5
"727",5,2,3,3,6,2,2,3,7,10
"728",3,4,3,0,5,2,2,3,6,6
"729",6,1,7,6,1,9,1,2,16,3
"730",3,7,2,4,7,4,4,10,6,10
"731",2,3,2,4,3,6,2,1,8,4
"732",1,0,2,0,1,1,0,0,3,4
"733",2,1,1,1,0,2,2,1,4,2
"734",1,1,0,2,2,2,0,2,3,4
"735",1,3,1,2,3,2,1,3,4,6
"736",1,3,1,2,3,2,1,3,4,6
"737",4,4,0,2,6,5,2,6,5,10
"738",3,5,1,4,4,2,3,0,5,5
"739",2,2,3,2,1,6,1,1,8,2
"740",5,4,4,5,4,5,4,8,11,10
"741",2,1,3,1,2,3,1,3,3,5
"742",3,4,3,3,4,4,1,3,6,7
"743",1,1,2,2,2,2,2,2,3,3
"744",6,3,4,9,3,7,1,2,12,5
"745",4,4,5,3,3,6,0,4,12,4
"746",4,4,4,5,5,5,1,6,11,10
"747",3,4,4,7,1,10,2,2,11,5
"748",4,4,3,5,0,5,1,1,7,3
"749",4,1,3,3,2,5,0,1,6,3
"750",3,2,2,2,4,2,1,5,3,6
"751",2,5,2,4,9,3,3,9,6,11
"752",5,5,5,11,6,7,5,10,14,13
"753",2,2,1,1,2,1,0,1,3,2
"754",1,2,0,2,2,2,1,3,5,4
"755",5,6,4,7,4,8,1,5,8,6
"756",1,1,0,0,2,3,1,3,3,3
"757",2,8,1,4,7,3,2,4,5,12
"758",3,1,3,3,1,3,1,1,5,1
"759",3,1,2,3,1,6,4,1,9,2
"760",5,3,4,4,0,4,1,0,11,1
"761",2,3,3,3,3,5,1,1,4,4
"762",2,3,1,4,0,2,1,1,5,4
"763",5,0,1,5,0,3,3,1,10,5
"764",4,5,4,2,4,3,1,3,7,7
"765",1,1,1,2,3,2,1,1,5,5
"766",4,3,3,5,1,5,1,0,6,2
"767",0,3,1,2,4,1,0,3,2,5
"768",0,1,0,0,2,2,2,3,1,2
"769",3,4,2,6,4,2,2,5,4,8
"770",2,2,1,4,0,4,0,0,4,1
"771",1,4,1,1,3,1,1,2,2,6
"772",1,5,2,1,4,1,5,4,4,6
"773",6,3,4,6,4,8,2,4,12,9
"774",6,1,2,5,2,5,1,3,8,3
"775",1,3,0,4,2,3,1,2,4,3
"776",1,1,1,1,1,1,1,1,2,1
"777",3,1,1,4,2,4,2,0,7,3
"778",3,1,3,4,1,4,1,1,6,2
"779",5,4,5,6,1,5,0,1,7,1
"780",1,0,2,1,2,2,0,1,3,3
"781",2,4,1,1,3,1,3,1,3,5
"782",2,2,2,3,4,4,1,4,6,7
"783",0,1,0,1,0,1,0,1,1,5
"784",3,3,0,2,2,2,1,2,6,5
"785",2,9,2,2,8,4,3,6,2,9
"786",3,3,1,5,5,4,3,3,6,6
"787",2,2,4,5,3,5,6,3,8,7
"788",1,4,1,1,4,3,1,4,1,6
"789",4,10,2,8,5,12,5,10,16,9
"790",1,3,1,1,4,1,1,5,1,11
"791",4,2,3,3,5,3,2,3,4,5
"792",5,1,4,5,5,6,2,4,12,8
"793",2,1,0,3,1,2,0,3,4,3
"794",2,4,3,3,3,5,2,1,5,4
"795",4,6,4,4,7,4,5,5,5,10
"796",1,1,1,1,1,5,2,1,6,1
"797",2,3,1,1,6,1,4,4,3,8
"798",2,2,2,3,3,6,2,2,8,5
"799",3,4,0,3,4,2,0,3,4,4
"800",0,1,0,0,4,2,4,3,1,6
"801",3,3,2,3,4,4,5,5,7,6
"802",3,5,4,2,6,3,2,7,6,7
"803",3,4,0,3,4,2,0,3,4,4
"804",6,3,2,6,1,6,0,2,9,1
"805",2,3,0,3,3,3,1,2,4,8
"806",3,1,4,3,3,6,4,2,7,5
"807",3,0,3,3,1,2,3,2,3,2
"808",6,7,2,6,8,8,6,8,8,13
"809",5,5,4,5,7,4,4,7,10,13
"810",5,4,2,7,4,5,1,5,10,8
"811",3,4,2,1,8,6,4,4,8,9
"812",1,4,1,0,5,5,6,5,7,6
"813",4,2,3,3,0,3,4,1,7,2
"814",5,4,2,7,4,6,1,5,11,8
"815",4,9,4,5,10,7,4,6,7,13
"816",2,1,1,1,1,0,2,1,1,2
"817",6,6,2,9,5,6,3,5,12,8
"818",1,1,1,1,4,2,2,3,3,6
"819",0,0,1,0,1,2,1,1,3,2
"820",2,4,1,3,3,5,2,2,2,5
"821",0,5,1,4,7,4,5,6,4,11
"822",2,2,2,2,6,1,4,4,2,7
"823",1,3,1,2,7,1,1,4,1,7
"824",1,10,1,2,6,2,3,6,2,10
"825",3,7,1,6,8,8,8,6,14,10
"826",0,4,0,1,4,1,0,2,2,5
"827",2,0,0,3,1,3,1,1,5,2
"828",3,6,4,4,4,7,2,4,8,6
"829",1,6,2,1,6,3,1,6,3,8
"830",3,5,3,4,6,3,1,4,9,7
"831",3,3,2,4,2,3,1,4,4,6
"832",1,3,1,1,2,0,1,1,0,4
"833",2,4,1,3,3,5,2,2,2,5
"834",0,2,1,2,3,5,1,2,5,3
"835",3,11,3,3,9,5,10,6,8,13
"836",1,4,1,4,4,3,3,2,5,6
"837",0,6,0,2,9,3,4,5,2,12
"838",1,3,1,4,8,7,5,4,13,12
"839",2,3,1,1,4,0,2,3,2,7
"840",3,2,2,2,2,3,4,1,5,3
"841",1,3,0,2,5,1,0,4,2,5
"842",2,7,2,3,6,4,3,8,3,10
"843",3,4,3,1,9,3,2,5,2,10
"844",3,6,3,2,5,3,4,3,4,5
"845",11,13,9,11,23,18,14,22,33,36
"846",2,5,3,2,8,3,3,4,5,8
"847",1,2,2,2,4,1,2,4,4,4
"848",1,1,1,2,2,2,1,1,2,2
"849",5,4,2,7,4,5,1,5,10,8
"850",3,7,2,1,8,0,3,7,3,9
"851",3,6,2,3,6,5,3,6,5,12
"852",0,0,0,0,2,0,1,1,1,2
"853",2,3,2,2,5,3,0,2,4,5
"854",4,5,5,4,8,4,6,8,6,11
"855",5,2,3,8,0,5,2,1,10,1
"856",3,4,2,1,8,6,4,4,8,9
"857",2,3,2,2,5,3,0,2,4,5
"858",1,6,1,1,6,4,4,6,4,10
"859",1,3,1,2,7,1,1,4,1,7
"860",3,2,3,2,3,4,2,3,8,5
"861",1,2,1,1,1,1,2,1,1,3
"862",1,0,1,2,2,2,1,2,4,2
"863",0,1,0,0,4,2,4,3,1,6
"864",4,0,1,5,1,5,1,2,7,2
"865",1,2,2,2,4,1,2,4,4,4
"866",2,1,3,2,2,4,1,2,7,4
"867",6,6,5,4,9,4,5,6,8,10
"868",2,8,2,3,6,2,3,4,2,10
"869",4,5,5,4,8,4,6,8,6,11
"870",5,4,2,7,4,6,1,5,11,8
"871",0,4,0,1,4,1,0,2,2,5
"872",0,0,0,0,1,0,1,0,0,4
"873",2,1,3,2,1,5,0,0,6,1
"874",2,2,4,5,3,5,6,3,8,7
"875",0,2,0,1,7,2,6,5,4,8
"876",1,5,1,1,6,1,3,6,4,9
"877",1,5,2,0,3,3,2,4,5,5
"878",3,2,1,3,5,4,7,5,9,10
"879",5,4,2,7,4,6,1,5,11,8
"880",1,1,1,1,1,5,2,1,6,1
"881",1,2,2,2,5,0,8,8,5,8
"882",1,0,1,1,2,4,0,0,6,3
"883",1,3,1,1,4,2,1,3,2,7
"884",2,2,1,3,3,2,0,2,3,5
"885",3,6,3,2,5,3,4,3,4,5
"886",1,2,1,1,1,1,2,1,1,3
"887",5,3,3,9,1,2,1,1,8,4
"888",6,5,4,5,4,8,3,4,7,6
"889",2,10,2,3,10,2,5,5,4,9
"890",0,3,0,1,3,2,3,2,1,5
"891",6,6,2,9,5,6,3,5,12,8
"892",1,3,0,2,5,1,0,4,2,5
"893",2,2,2,3,3,6,2,2,8,5
"894",2,3,1,4,5,5,2,3,7,6
"895",1,3,0,3,2,1,2,5,4,8
"896",1,3,1,1,4,1,1,5,1,11
"897",4,5,4,7,2,4,1,2,7,8
"898",3,9,2,8,8,5,5,8,15,15
"899",3,4,3,3,7,3,2,8,3,9
"900",4,5,2,5,4,3,2,5,5,6
"901",3,5,3,5,6,6,4,3,7,8
"902",2,4,1,3,3,5,2,2,2,5
"903",4,5,3,5,6,6,3,6,7,12
"904",4,6,1,3,4,3,3,6,9,7
"905",4,9,4,5,10,7,4,6,7,13
"906",3,7,1,1,9,4,5,6,5,12
"907",0,4,0,0,10,3,3,7,2,15
"908",3,1,2,2,3,4,2,2,5,4
"909",0,5,0,2,3,3,0,8,4,9
"910",5,2,4,5,6,4,1,4,13,9
"911",6,3,2,6,1,6,0,2,9,1
"912",3,2,1,2,2,3,2,1,5,4
"913",2,9,2,2,9,3,4,5,7,11
"914",1,7,1,1,8,3,5,7,3,11
"915",1,6,1,1,6,4,4,6,4,10
"916",2,5,1,2,5,4,2,5,3,11
"917",4,4,4,5,3,7,3,2,7,5
"918",1,1,1,1,1,5,2,1,6,1
"919",3,6,4,2,7,5,1,4,5,11
"920",1,10,1,2,6,2,3,6,2,10
"921",4,2,3,3,0,3,4,2,7,2
"922",0,3,0,1,3,2,3,2,1,5
"923",3,5,1,5,6,10,3,7,11,11
"924",1,3,1,2,7,1,1,4,1,7
"925",2,1,2,2,2,4,2,3,3,4
"926",2,2,2,3,3,6,2,2,9,5
"927",2,3,3,3,7,5,2,5,9,9
"928",4,4,2,5,2,4,2,2,6,4
"929",3,5,3,5,6,6,4,3,7,8
"930",2,2,0,2,2,3,1,1,5,4
"931",5,4,5,4,4,8,1,8,6,8
"932",3,6,3,6,7,6,3,7,9,13
"933",2,7,2,1,2,6,0,4,9,7
"934",0,3,1,0,5,4,3,7,2,13
"935",1,4,0,1,4,2,0,4,4,6
"936",3,7,4,4,9,4,5,8,7,13
"937",3,2,2,1,3,4,4,5,8,9
"938",3,9,1,3,8,2,6,9,6,11
"939",4,2,3,5,1,3,0,1,7,2
"940",0,2,0,0,2,0,2,1,0,3
"941",6,3,1,3,5,2,3,5,6,8
"942",3,5,4,5,8,6,5,6,8,12
"943",0,3,1,2,3,2,4,2,4,8
"944",1,3,1,1,3,1,2,2,3,5
"945",2,4,1,1,4,1,3,4,3,7
"946",0,3,1,2,3,2,4,2,4,8
"947",5,3,3,4,5,2,2,3,7,11
"948",4,2,3,4,3,5,3,2,7,3
"949",0,2,1,2,0,1,1,0,2,2
"950",4,5,3,4,3,3,0,3,8,6
"951",4,2,2,6,4,5,3,3,6,6
"952",6,7,3,8,8,8,6,6,13,9
"953",2,4,2,1,4,2,3,5,7,7
"954",0,1,0,1,1,0,1,0,0,3
"955",0,3,0,2,3,0,2,2,2,5
"956",5,7,4,5,4,7,5,8,11,10
"957",7,9,5,6,8,8,4,9,9,14
"958",8,3,4,7,6,8,2,4,12,7
"959",5,8,2,7,8,6,4,11,11,22
"960",1,2,1,4,5,2,0,5,5,11
"961",1,4,1,2,6,2,3,6,5,10
"962",4,2,3,3,0,5,3,2,12,6
"963",1,3,0,0,3,1,0,4,1,5
"964",1,4,2,2,5,1,2,2,5,9
"965",6,1,3,4,2,2,3,1,8,7
"966",2,1,1,0,2,3,0,1,3,5
"967",2,5,2,2,11,1,5,8,2,16
"968",3,1,1,2,1,2,1,0,5,2
"969",4,1,4,5,0,3,0,3,6,0
"970",2,2,3,1,3,5,2,3,8,8
"971",2,6,1,1,6,1,7,4,5,12
"972",2,3,3,4,2,2,0,1,5,6
"973",4,1,3,5,3,3,0,4,7,7
"974",0,3,0,2,2,1,5,2,5,5
"975",1,3,2,2,1,3,2,1,5,3
"976",3,2,5,5,3,5,2,5,9,8
"977",4,2,4,4,2,3,5,1,6,6
"978",8,3,7,10,6,8,2,5,15,7
"979",3,6,3,6,7,6,3,7,9,13
"980",6,12,5,4,11,7,4,11,13,20
"981",4,2,2,5,2,3,2,5,8,8
"982",3,3,1,1,2,1,3,2,2,6
"983",2,1,3,4,2,2,1,4,7,6
"984",6,8,3,5,7,3,4,8,6,12
"985",2,3,1,2,3,1,1,2,1,5
"986",3,6,1,6,8,5,6,6,10,14
"987",10,3,3,8,4,6,1,5,14,9
"988",4,5,2,9,5,4,2,5,11,7
"989",5,3,2,5,6,8,4,7,13,10
"990",2,4,1,4,4,5,2,4,5,8
"991",2,2,0,6,2,2,1,4,6,7
"992",0,3,1,0,5,4,3,7,2,13
"993",8,6,7,5,7,7,6,7,12,8
"994",6,3,1,3,5,2,3,5,6,8
"995",0,5,2,1,5,0,3,7,3,10
"996",2,1,1,1,1,0,1,1,1,5
"997",3,3,2,4,5,3,2,6,4,8
"998",4,2,3,6,2,4,1,3,7,3
"999",3,3,2,3,3,3,3,4,4,8
"1000",4,6,2,3,8,3,4,7,7,15
"1001",2,5,1,5,5,4,4,3,5,5
"1002",2,1,1,1,1,2,1,2,3,3
"1003",8,10,6,13,5,8,3,5,19,11
"1004",2,8,2,5,7,8,2,7,7,12
"1005",7,8,2,4,6,2,6,6,10,16
"1006",5,5,8,8,5,6,3,4,14,8
"1007",11,8,5,17,4,12,6,7,19,13
"1008",3,4,3,6,4,11,5,2,10,5
"1009",5,5,1,5,5,4,1,3,9,8
"1010",4,1,2,6,2,3,1,3,6,9
"1011",8,8,1,12,6,7,2,7,14,19
"1012",6,4,5,11,6,8,2,6,11,8
"1013",5,9,3,10,6,6,5,8,10,13
"1014",5,7,4,9,3,7,3,4,11,7
"1015",5,3,4,6,3,6,2,6,7,7
"1016",6,10,2,8,3,7,3,5,15,12
"1017",5,2,4,7,4,5,0,5,10,10
"1018",2,4,1,4,3,4,2,4,7,8
"1019",2,7,1,3,5,6,2,7,7,12
"1020",7,6,1,5,3,4,3,6,7,6
"1021",11,12,8,14,10,11,7,13,21,15
"1022",5,3,5,6,2,5,2,4,8,8
"1023",4,3,0,3,3,4,1,4,6,4
"1024",9,8,10,15,5,12,6,3,19,7
"1025",10,6,3,11,7,6,6,7,14,16
"1026",11,7,5,12,6,10,4,6,17,13
"1027",2,3,4,6,1,5,1,0,8,4
"1028",4,5,3,6,5,8,1,6,9,9
"1029",6,5,5,6,2,7,3,5,11,10
"1030",2,3,0,5,4,8,2,3,9,6
"1031",4,8,3,6,6,11,3,6,13,12
"1032",8,6,6,10,3,7,4,6,13,6
"1033",4,4,3,4,3,4,1,3,9,4
"1034",5,7,3,6,7,5,4,5,11,12
"1035",4,9,3,5,5,9,5,5,13,14
"1036",2,8,1,3,3,4,3,6,8,11
"1037",5,4,3,5,5,6,5,6,11,10
"1038",3,6,3,7,5,5,4,4,7,10
"1039",5,2,4,10,1,6,1,4,11,5
"1040",2,5,2,5,3,9,1,2,9,5
"1041",5,1,3,6,2,3,1,1,6,2
"1042",7,5,5,9,4,8,3,6,11,6
"1043",4,10,3,6,11,5,8,14,10,14
"1044",5,5,4,7,8,4,4,10,9,14
"1045",4,9,3,11,9,9,5,10,14,12
"1046",1,3,3,4,2,2,0,2,7,6
"1047",6,4,1,4,2,2,2,4,5,5
"1048",4,3,2,4,6,3,3,3,7,9
"1049",6,2,0,7,2,4,1,3,13,5
"1050",5,5,1,8,6,9,4,4,11,11
"1051",4,1,1,5,3,4,2,2,5,8
"1052",3,1,1,2,0,4,0,2,6,4
"1053",7,6,4,5,6,7,5,0,8,11
"1054",2,4,2,3,4,3,4,3,5,7
"1055",2,2,3,4,0,5,3,0,10,1
"1056",3,1,2,5,0,6,1,1,6,3
"1057",6,5,3,5,6,2,2,5,8,8
"1058",8,6,5,7,6,7,4,4,12,13
"1059",9,6,9,15,3,13,4,2,24,8
"1060",7,5,9,10,1,10,4,1,17,5
"1061",7,3,8,8,2,8,0,4,17,9
"1062",7,11,6,8,4,8,4,5,21,6
"1063",6,2,4,9,3,7,1,1,11,7
"1064",8,5,14,16,3,13,2,3,24,8
"1065",4,1,8,8,1,10,1,2,16,3
"1066",5,2,9,8,3,4,1,2,14,4
"1067",2,2,7,5,1,8,1,2,17,6
"1068",11,3,6,11,4,11,3,2,17,6
"1069",9,5,8,10,3,11,5,3,16,4
"1070",8,9,7,8,7,8,5,7,14,11
"1071",4,5,6,11,5,7,3,2,12,8
"1072",10,7,12,18,7,15,6,4,20,13
"1073",11,8,12,11,4,13,6,3,27,7
"1074",5,3,2,12,5,6,1,0,19,4
"1075",7,2,11,12,3,13,2,4,18,8
"1076",19,13,9,14,8,11,9,8,41,14
"1077",22,14,15,18,11,9,15,16,39,30
"1078",13,6,8,11,7,8,8,17,23,17
"1079",10,7,5,7,3,2,4,7,13,9
"1080",12,12,8,10,11,7,7,17,25,26
"1081",15,10,5,13,5,16,10,9,25,16
"1082",19,10,11,11,4,9,7,12,30,21
"1083",11,8,6,12,8,8,6,9,22,20
"1084",10,7,5,11,6,9,7,8,18,13
"1085",14,7,7,9,7,9,7,14,25,16
"1086",4,8,2,8,6,5,5,9,5,19
"1087",2,6,2,2,4,1,2,2,4,6
"1088",7,4,2,11,5,8,6,5,12,15
"1089",5,3,3,10,2,9,4,2,13,6
"1090",4,6,3,6,4,10,3,7,11,16
"1091",2,1,0,2,1,3,0,0,4,2
"1092",6,4,1,10,2,3,4,6,6,14
"1093",12,4,6,11,5,3,2,8,19,24
"1094",17,11,9,16,5,5,8,13,21,24
"1095",8,9,2,8,4,2,4,5,10,13
"1096",3,7,2,3,6,5,5,10,11,18
"1097",14,6,9,12,4,7,4,8,19,10
"1098",11,4,6,14,1,8,3,2,19,3
"1099",4,7,1,3,3,6,4,6,8,9
"1100",6,2,1,5,2,6,1,4,11,8
"1101",5,2,5,6,2,7,1,6,11,10
"1102",4,5,3,7,6,6,2,9,10,10
"1103",2,1,0,2,1,3,0,0,4,2
"1104",0,2,0,2,1,3,0,3,3,3
"1105",3,4,1,5,2,3,3,7,4,10
"1106",5,4,4,6,2,5,1,6,9,5
"1107",2,1,3,3,6,1,2,3,5,8
"1108",2,2,0,1,2,0,2,1,1,5
"1109",7,7,3,7,5,9,5,10,16,18
"1110",7,6,9,10,4,11,2,7,20,12
"1111",11,9,6,13,3,5,4,9,18,12
"1112",2,2,1,0,1,2,1,4,5,7
"1113",2,3,3,2,1,2,2,1,4,2
"1114",3,1,5,4,5,9,2,5,16,8
"1115",0,1,0,0,1,4,2,1,3,2
"1116",2,5,4,5,3,3,3,3,6,6
"1117",7,5,1,2,5,2,2,2,6,6
"1118",3,5,4,5,5,4,1,5,10,6
"1119",5,5,4,5,4,5,3,4,5,9
"1120",3,2,2,1,3,2,2,2,5,4
"1121",0,2,1,1,2,0,0,0,3,4
"1122",8,2,5,9,1,6,2,1,12,3
"1123",2,1,2,3,1,3,1,3,7,2
"1124",4,4,4,5,6,4,4,3,7,8
"1125",6,1,1,4,0,4,2,0,5,1
"1126",3,2,2,1,3,2,2,2,5,5
"1127",4,2,5,4,2,3,0,1,11,5
"1128",1,1,0,0,1,0,1,3,1,2
"1129",3,3,1,1,4,1,3,5,3,6
"1130",1,2,2,1,2,2,1,0,7,7
"1131",2,1,1,2,3,1,2,2,2,4
"1132",5,5,1,6,3,4,2,2,7,10
"1133",0,3,1,1,2,0,2,2,1,3
"1134",0,0,0,0,0,1,1,0,3,3
"1135",2,1,3,2,0,1,0,2,4,3
"1136",6,4,5,7,2,2,1,1,8,4
"1137",1,1,2,1,2,2,1,2,3,5
"1138",3,3,0,0,4,1,1,5,3,5
"1139",3,3,2,2,3,2,1,4,5,4
"1140",5,3,3,8,1,5,2,0,8,2
"1141",3,4,1,6,4,3,4,2,6,6
"1142",1,1,0,0,2,3,0,1,2,7
"1143",5,3,0,2,4,2,2,5,5,7
"1144",1,2,2,3,2,0,2,3,3,5
"1145",3,3,1,1,3,1,1,4,3,7
"1146",8,2,5,7,4,5,4,6,10,6
"1147",0,0,0,0,0,1,1,0,3,3
"1148",3,2,4,4,3,4,2,2,6,3
"1149",4,4,0,4,3,1,2,4,7,7
"1150",3,3,1,4,2,5,4,0,9,3
"1151",7,1,3,8,2,6,1,2,10,4
"1152",3,4,0,2,1,1,1,1,3,1
"1153",1,2,1,1,2,3,1,2,2,6
"1154",2,3,1,2,2,1,0,0,4,2
"1155",3,3,2,2,3,3,1,3,9,6
"1156",3,3,2,2,3,2,1,4,5,4
"1157",4,4,0,4,3,1,2,4,7,7
"1158",0,0,0,0,0,1,1,0,3,3
"1159",4,3,4,3,5,6,2,3,7,8
"1160",6,4,5,7,2,2,1,1,8,4
"1161",7,2,7,3,3,6,1,1,10,5
"1162",3,3,3,3,0,4,0,0,8,0
"1163",5,2,2,6,4,5,2,3,6,6
"1164",2,2,2,2,0,4,1,0,4,5
"1165",3,3,2,2,3,2,1,4,5,4
"1166",5,2,2,6,4,5,2,3,6,6
"1167",7,1,3,8,2,6,1,2,10,4
"1168",2,4,1,5,2,0,3,3,9,2
"1169",4,6,2,3,2,2,2,3,4,6
"1170",5,3,3,8,1,5,2,0,8,2
"1171",1,1,0,0,2,3,0,1,2,7
"1172",2,1,2,1,2,2,2,4,4,4
"1173",1,1,2,1,2,2,1,2,3,5
"1174",3,3,1,4,2,5,4,0,9,3
"1175",7,2,7,3,3,6,1,1,10,5
"1176",2,1,2,1,2,2,2,4,4,4
"1177",2,3,1,2,2,1,0,0,4,2
"1178",3,3,2,2,3,4,1,3,10,6
"1179",4,4,2,5,3,4,1,1,5,7
"1180",3,4,2,5,6,2,4,4,4,8
"1181",5,1,3,4,1,3,3,3,6,5
"1182",2,2,2,1,3,2,2,2,4,8
"1183",9,2,4,9,1,6,2,1,12,3
"1184",6,1,3,6,2,4,0,2,6,3
"1185",6,3,3,4,4,5,4,2,6,4
"1186",4,4,3,6,3,5,1,1,10,5
"1187",3,1,0,2,1,2,1,2,3,3
"1188",3,6,3,2,3,2,0,4,12,5
"1189",3,4,1,3,1,2,2,2,4,5
"1190",8,4,7,7,2,7,4,2,12,5
"1191",3,3,2,3,5,1,3,3,6,5
"1192",1,2,1,0,2,1,0,1,2,3
"1193",6,2,3,3,2,4,1,3,6,2
"1194",3,2,1,3,2,3,2,1,3,3
"1195",3,6,2,4,4,4,4,3,8,6
"1196",1,3,0,2,5,0,4,4,2,6
"1197",0,0,0,0,0,1,1,0,3,3
"1198",5,4,3,6,6,2,3,3,5,7
"1199",2,3,1,3,4,3,2,2,5,7
"1200",2,3,2,1,4,3,2,2,3,4
"1201",3,1,5,3,6,3,3,4,8,8
"1202",4,1,2,1,3,1,1,2,4,6
"1203",3,2,2,1,3,2,2,2,5,4
